ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
284,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"145,360"
285,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,"32,840"
286,19-4092,Forensic Science Technicians,detailed,"15,070"
287,19-4093,Forest and Conservation Technicians,detailed,"30,570"
288,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"66,890"
289,21-0000,Community and Social Service Occupations,major,"2,096,740"
290,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,017,250"
291,21-1010,Counselors,broad,"687,150"
292,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"271,350"
293,21-1013,Marriage and Family Therapists,detailed,"42,880"
294,21-1015,Rehabilitation Counselors,detailed,"103,840"
295,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"241,930"
296,21-1019,"Counselors, All Other",detailed,"27,150"
297,21-1020,Social Workers,broad,"644,290"
298,21-1021,"Child, Family, and School Social Workers",detailed,"306,370"
299,21-1022,Healthcare Social Workers,detailed,"167,730"
300,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"112,040"
301,21-1029,"Social Workers, All Other",detailed,"58,150"
302,21-1090,Miscellaneous Community and Social Service Specialists,broad,"685,810"
303,21-1091,Health Educators,detailed,"58,040"
304,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"87,700"
305,21-1093,Social and Human Service Assistants,detailed,"384,080"
306,21-1094,Community Health Workers,detailed,"54,760"
307,21-1099,"Community and Social Service Specialists, All Other",detailed,"101,230"
308,21-2000,Religious Workers,minor,"79,490"
309,21-2010,Clergy,broad,"49,850"
310,21-2011,Clergy,detailed,"49,850"
311,21-2020,"Directors, Religious Activities and Education",broad,"21,430"
312,21-2021,"Directors, Religious Activities and Education",detailed,"21,430"
313,21-2090,Miscellaneous Religious Workers,broad,"8,210"
314,21-2099,"Religious Workers, All Other",detailed,"8,210"
315,23-0000,Legal Occupations,major,"1,095,770"
316,23-1000,"Lawyers, Judges, and Related Workers",minor,"692,660"
317,23-1010,Lawyers and Judicial Law Clerks,broad,"643,630"
318,23-1011,Lawyers,detailed,"628,370"
319,23-1012,Judicial Law Clerks,detailed,"15,260"
320,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"49,030"
321,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,480"
322,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"6,110"
323,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,440"
324,23-2000,Legal Support Workers,minor,"403,110"
325,23-2010,Paralegals and Legal Assistants,broad,"290,410"
326,23-2011,Paralegals and Legal Assistants,detailed,"290,410"
327,23-2090,Miscellaneous Legal Support Workers,broad,"112,700"
328,23-2091,Court Reporters,detailed,"15,220"
329,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"53,040"
330,23-2099,"Legal Support Workers, All Other",detailed,"44,440"
331,25-0000,"Education, Training, and Library Occupations",major,"8,727,710"
332,25-1000,Postsecondary Teachers,minor,"1,525,170"
333,25-1010,"Business Teachers, Postsecondary",broad,"84,340"
334,25-1011,"Business Teachers, Postsecondary",detailed,"84,340"
335,25-1020,"Math and Computer Teachers, Postsecondary",broad,"83,100"
336,25-1021,"Computer Science Teachers, Postsecondary",detailed,"32,230"
337,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"50,870"
338,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"44,780"
339,25-1031,"Architecture Teachers, Postsecondary",detailed,"7,280"
340,25-1032,"Engineering Teachers, Postsecondary",detailed,"37,500"
341,25-1040,"Life Sciences Teachers, Postsecondary",broad,"62,710"
342,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"10,800"
343,25-1042,"Biological Science Teachers, Postsecondary",detailed,"49,910"
344,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"2,000"
345,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"51,530"
346,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"10,730"
347,25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,090"
348,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,990"
349,25-1054,"Physics Teachers, Postsecondary",detailed,"13,710"
350,25-1060,"Social Sciences Teachers, Postsecondary",broad,"115,860"
351,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,770"
352,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,850"
353,25-1063,"Economics Teachers, Postsecondary",detailed,"12,770"
354,25-1064,"Geography Teachers, Postsecondary",detailed,"3,980"
355,25-1065,"Political Science Teachers, Postsecondary",detailed,"16,200"
356,25-1066,"Psychology Teachers, Postsecondary",detailed,"37,090"
357,25-1067,"Sociology Teachers, Postsecondary",detailed,"13,630"
358,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,580"
359,25-1070,"Health Teachers, Postsecondary",broad,"250,190"
360,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"194,610"
361,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"55,580"
362,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"65,500"
363,25-1081,"Education Teachers, Postsecondary",detailed,"60,500"
364,25-1082,"Library Science Teachers, Postsecondary",detailed,"5,010"
365,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"43,540"
366,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,210"
367,25-1112,"Law Teachers, Postsecondary",detailed,"16,900"
368,25-1113,"Social Work Teachers, Postsecondary",detailed,"12,430"
369,25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",broad,"264,290"
370,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"95,110"
371,25-1122,"Communications Teachers, Postsecondary",detailed,"28,770"
372,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"69,140"
373,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"27,240"
374,25-1125,"History Teachers, Postsecondary",detailed,"21,120"
375,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"22,920"
376,25-1190,Miscellaneous Postsecondary Teachers,broad,"459,310"
377,25-1191,Graduate Teaching Assistants,detailed,"136,820"
378,25-1192,"Home Economics Teachers, Postsecondary",detailed,"2,580"
379,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"16,630"
380,25-1194,"Vocational Education Teachers, Postsecondary",detailed,"114,020"
381,25-1199,"Postsecondary Teachers, All Other",detailed,"189,270"
382,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,"4,174,870"
383,25-2010,Preschool and Kindergarten Teachers,broad,"550,390"
384,25-2011,"Preschool Teachers, Except Special Education",detailed,"409,740"
385,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"140,660"
386,25-2020,Elementary and Middle School Teachers,broad,"2,043,520"
387,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,409,140"
388,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"622,340"
389,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"12,040"
390,25-2030,Secondary School Teachers,broad,"1,106,060"
391,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,027,230"
392,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"78,840"
393,25-2050,Special Education Teachers,broad,"474,890"
394,25-2051,"Special Education Teachers, Preschool",detailed,"28,540"
395,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"184,920"
396,25-2053,"Special Education Teachers, Middle School",detailed,"87,550"
397,25-2054,"Special Education Teachers, Secondary School",detailed,"135,910"
398,25-2059,"Special Education Teachers, All Other",detailed,"37,980"
399,25-3000,Other Teachers and Instructors,minor,"1,204,930"
400,25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,"60,670"
401,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"60,670"
402,25-3020,Self-Enrichment Education Teachers,broad,"238,710"
403,25-3021,Self-Enrichment Education Teachers,detailed,"238,710"
404,25-3090,Miscellaneous Teachers and Instructors,broad,"905,550"
405,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"294,240"
406,25-3098,Substitute Teachers,detailed,"611,310"
407,25-4000,"Librarians, Curators, and Archivists",minor,"246,760"
408,25-4010,"Archivists, Curators, and Museum Technicians",broad,"29,920"
409,25-4011,Archivists,detailed,"6,080"
410,25-4012,Curators,detailed,"11,550"
411,25-4013,Museum Technicians and Conservators,detailed,"12,290"
412,25-4020,Librarians,broad,"126,800"
413,25-4021,Librarians,detailed,"126,800"
414,25-4030,Library Technicians,broad,"90,030"
415,25-4031,Library Technicians,detailed,"90,030"
416,25-9000,"Other Education, Training, and Library Occupations",minor,"1,576,000"
417,25-9010,Audio-Visual and Multimedia Collections Specialists,broad,"10,430"
418,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,"10,430"
419,25-9020,Farm and Home Management Advisors,broad,"8,450"
420,25-9021,Farm and Home Management Advisors,detailed,"8,450"
421,25-9030,Instructional Coordinators,broad,"157,490"
422,25-9031,Instructional Coordinators,detailed,"157,490"
423,25-9040,Teacher Assistants,broad,"1,299,800"
424,25-9041,Teacher Assistants,detailed,"1,299,800"
425,25-9090,"Miscellaneous Education, Training, and Library Workers",broad,"99,830"
426,25-9099,"Education, Training, and Library Workers, All Other",detailed,"99,830"
427,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,925,140"
428,27-1000,Art and Design Workers,minor,"597,970"
429,27-1010,Artists and Related Workers,broad,"90,940"
430,27-1011,Art Directors,detailed,"38,110"
431,27-1012,Craft Artists,detailed,"4,730"
432,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"11,230"
433,27-1014,Multimedia Artists and Animators,detailed,"29,860"
434,27-1019,"Artists and Related Workers, All Other",detailed,"7,010"
435,27-1020,Designers,broad,"507,030"
436,27-1021,Commercial and Industrial Designers,detailed,"31,250"
437,27-1022,Fashion Designers,detailed,"18,940"
438,27-1023,Floral Designers,detailed,"43,470"
439,27-1024,Graphic Designers,detailed,"217,170"
440,27-1025,Interior Designers,detailed,"56,070"
441,27-1026,Merchandise Displayers and Window Trimmers,detailed,"120,870"
442,27-1027,Set and Exhibit Designers,detailed,"11,490"
443,27-1029,"Designers, All Other",detailed,"7,770"
444,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"508,410"
445,27-2010,"Actors, Producers, and Directors",broad,"161,000"
446,27-2011,Actors,detailed,"43,470"
447,27-2012,Producers and Directors,detailed,"117,520"
448,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"265,160"
449,27-2021,Athletes and Sports Competitors,detailed,"11,150"
450,27-2022,Coaches and Scouts,detailed,"235,400"
451,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"18,610"
452,27-2030,Dancers and Choreographers,broad,"15,240"
453,27-2031,Dancers,detailed,"9,930"
454,27-2032,Choreographers,detailed,"5,310"
455,27-2040,"Musicians, Singers, and Related Workers",broad,"55,570"
456,27-2041,Music Directors and Composers,detailed,"15,400"
457,27-2042,Musicians and Singers,detailed,"40,170"
458,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"11,440"
459,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"11,440"
460,27-3000,Media and Communication Workers,minor,"581,520"
461,27-3010,Announcers,broad,"36,500"
462,27-3011,Radio and Television Announcers,detailed,"28,580"
