OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
15-1221,Computer and Information Research Scientists,detailed,"30,220"
15-1230,Computer Support Specialists,broad,"819,040"
15-1231,Computer Network Support Specialists,detailed,"184,220"
15-1232,Computer User Support Specialists,detailed,"634,820"
15-1240,Database and Network Administrators and Architects,broad,"632,540"
15-1241,Computer Network Architects,detailed,"159,350"
15-1244,Network and Computer Systems Administrators,detailed,"339,560"
15-1245,Database Administrators and Architects,detailed,"133,630"
15-1250,"Software and Web Developers, Programmers, and Testers",broad,"1,811,160"
15-1251,Computer Programmers,detailed,"178,140"
15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"1,476,800"
15-1257,Web Developers and Digital Interface Designers,detailed,"156,220"
15-1290,Miscellaneous Computer Occupations,broad,"362,580"
15-1299,"Computer Occupations, All Other",detailed,"362,580"
15-2000,Mathematical Science Occupations,minor,"219,700"
15-2010,Actuaries,broad,"22,480"
15-2011,Actuaries,detailed,"22,480"
15-2020,Mathematicians,broad,"2,460"
15-2021,Mathematicians,detailed,"2,460"
15-2030,Operations Research Analysts,broad,"96,220"
15-2031,Operations Research Analysts,detailed,"96,220"
15-2040,Statisticians,broad,"38,860"
15-2041,Statisticians,detailed,"38,860"
15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,"59,680"
17-0000,Architecture and Engineering Occupations,major,"2,515,040"
17-1000,"Architects, Surveyors, and Cartographers",minor,"180,930"
17-1010,"Architects, Except Naval",broad,"124,630"
17-1011,"Architects, Except Landscape and Naval",detailed,"103,900"
17-1012,Landscape Architects,detailed,"20,730"
17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,"56,310"
17-1021,Cartographers and Photogrammetrists,detailed,"12,600"
17-1022,Surveyors,detailed,"43,710"
17-2000,Engineers,minor,"1,673,440"
17-2010,Aerospace Engineers,broad,"60,630"
17-2011,Aerospace Engineers,detailed,"60,630"
17-2020,Agricultural Engineers,broad,"1,440"
17-2021,Agricultural Engineers,detailed,"1,440"
17-2030,Bioengineers and Biomedical Engineers,broad,"18,660"
17-2031,Bioengineers and Biomedical Engineers,detailed,"18,660"
17-2040,Chemical Engineers,broad,"25,770"
17-2041,Chemical Engineers,detailed,"25,770"
17-2050,Civil Engineers,broad,"300,850"
17-2051,Civil Engineers,detailed,"300,850"
17-2060,Computer Hardware Engineers,broad,"64,710"
17-2061,Computer Hardware Engineers,detailed,"64,710"
17-2070,Electrical and Electronics Engineers,broad,"307,540"
17-2071,Electrical Engineers,detailed,"185,220"
17-2072,"Electronics Engineers, Except Computer",detailed,"122,320"
17-2080,Environmental Engineers,broad,"50,260"
17-2081,Environmental Engineers,detailed,"50,260"
17-2110,"Industrial Engineers, Including Health and Safety",broad,"313,980"
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"23,780"
17-2112,Industrial Engineers,detailed,"290,190"
17-2120,Marine Engineers and Naval Architects,broad,"8,700"
17-2121,Marine Engineers and Naval Architects,detailed,"8,700"
17-2130,Materials Engineers,broad,"24,740"
17-2131,Materials Engineers,detailed,"24,740"
17-2140,Mechanical Engineers,broad,"293,960"
17-2141,Mechanical Engineers,detailed,"293,960"
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,"6,270"
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,"6,270"
17-2160,Nuclear Engineers,broad,"15,700"
17-2161,Nuclear Engineers,detailed,"15,700"
17-2170,Petroleum Engineers,broad,"27,850"
17-2171,Petroleum Engineers,detailed,"27,850"
17-2190,Miscellaneous Engineers,broad,"152,380"
17-2199,"Engineers, All Other",detailed,"152,380"
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"660,660"
17-3010,Drafters,broad,"187,670"
17-3011,Architectural and Civil Drafters,detailed,"99,180"
17-3012,Electrical and Electronics Drafters,detailed,"23,020"
17-3013,Mechanical Drafters,detailed,"51,620"
17-3019,"Drafters, All Other",detailed,"13,850"
17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,"419,620"
17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,"11,900"
17-3022,Civil Engineering Technologists and Technicians,detailed,"67,270"
17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,"115,270"
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,"13,160"
17-3025,Environmental Engineering Technologists and Technicians,detailed,"17,070"
17-3026,Industrial Engineering Technologists and Technicians,detailed,"62,980"
17-3027,Mechanical Engineering Technologists and Technicians,detailed,"39,880"
17-3030,Surveying and Mapping Technicians,broad,"53,370"
17-3031,Surveying and Mapping Technicians,detailed,"53,370"
17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,"92,100"
19-0000,"Life, Physical, and Social Science Occupations",major,"1,296,060"
19-1000,Life Scientists,minor,"311,840"
19-1010,Agricultural and Food Scientists,broad,"29,710"
19-1011,Animal Scientists,detailed,"2,680"
19-1012,Food Scientists and Technologists,detailed,"13,080"
19-1013,Soil and Plant Scientists,detailed,"13,950"
19-1020,Biological Scientists,broad,"110,600"
19-1021,Biochemists and Biophysicists,detailed,"32,010"
19-1022,Microbiologists,detailed,"19,710"
19-1023,Zoologists and Wildlife Biologists,detailed,"17,200"
19-1029,"Biological Scientists, All Other",detailed,"41,680"
19-1030,Conservation Scientists and Foresters,broad,"31,380"
19-1031,Conservation Scientists,detailed,"22,020"
19-1032,Foresters,detailed,"9,360"
19-1040,Medical Scientists,broad,"133,620"
19-1041,Epidemiologists,detailed,"7,500"
19-1042,"Medical Scientists, Except Epidemiologists",detailed,"126,110"
19-1090,Miscellaneous Life Scientists,broad,"6,540"
19-1099,"Life Scientists, All Other",detailed,"6,540"
19-2000,Physical Scientists,minor,"255,860"
19-2010,Astronomers and Physicists,broad,"18,080"
19-2011,Astronomers,detailed,"1,910"
19-2012,Physicists,detailed,"16,160"
19-2020,Atmospheric and Space Scientists,broad,"10,210"
19-2021,Atmospheric and Space Scientists,detailed,"10,210"
19-2030,Chemists and Materials Scientists,broad,"89,860"
19-2031,Chemists,detailed,"82,940"
19-2032,Materials Scientists,detailed,"6,930"
19-2040,Environmental Scientists and Geoscientists,broad,"118,660"
19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"84,610"
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"27,890"
19-2043,Hydrologists,detailed,"6,170"
19-2090,Miscellaneous Physical Scientists,broad,"19,050"
19-2099,"Physical Scientists, All Other",detailed,"19,050"
19-3000,Social Scientists and Related Workers,minor,"247,580"
19-3010,Economists,broad,"17,520"
19-3011,Economists,detailed,"17,520"
19-3020,Survey Researchers,broad,"10,350"
19-3022,Survey Researchers,detailed,"10,350"
19-3030,Psychologists,broad,"127,070"
19-3031,"Clinical, Counseling, and School Psychologists",detailed,"111,320"
19-3032,Industrial-Organizational Psychologists,detailed,780
19-3039,"Psychologists, All Other",detailed,"14,960"
19-3040,Sociologists,broad,"2,470"
19-3041,Sociologists,detailed,"2,470"
19-3050,Urban and Regional Planners,broad,"38,190"
19-3051,Urban and Regional Planners,detailed,"38,190"
19-3090,Miscellaneous Social Scientists and Related Workers,broad,"51,980"
19-3091,Anthropologists and Archeologists,detailed,"7,180"
19-3092,Geographers,detailed,"1,450"
19-3093,Historians,detailed,"2,770"
19-3094,Political Scientists,detailed,"6,010"
19-3099,"Social Scientists and Related Workers, All Other",detailed,"34,570"
19-4000,"Life, Physical, and Social Science Technicians",minor,"363,880"
19-4010,Agricultural and Food Science Technicians,broad,"21,940"
19-4010,Agricultural and Food Science Technicians,detailed,"21,940"
19-4020,Biological Technicians,broad,"80,640"
19-4021,Biological Technicians,detailed,"80,640"
19-4030,Chemical Technicians,broad,"63,490"
19-4031,Chemical Technicians,detailed,"63,490"
19-4040,Environmental Science and Geoscience Technicians,broad,"47,440"
19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"31,860"
19-4045,Geological and Hydrologic Technicians,detailed,"15,580"
19-4050,Nuclear Technicians,broad,"6,160"
19-4051,Nuclear Technicians,detailed,"6,160"
19-4060,Social Science Research Assistants,broad,"35,330"
19-4061,Social Science Research Assistants,detailed,"35,330"
19-4070,Forest and Conservation Technicians,broad,"30,150"
19-4071,Forest and Conservation Technicians,detailed,"30,150"
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"78,720"
19-4092,Forensic Science Technicians,detailed,"16,640"
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"62,080"
19-5000,Occupational Health and Safety Specialists and Technicians,minor,"116,910"
19-5010,Occupational Health and Safety Specialists and Technicians,broad,"116,910"
19-5011,Occupational Health and Safety Specialists,detailed,"95,960"
19-5012,Occupational Health and Safety Technicians,detailed,"20,950"
21-0000,Community and Social Service Occupations,major,"2,231,070"
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,150,050"
21-1010,Counselors,broad,"774,270"
21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"292,230"
21-1013,Marriage and Family Therapists,detailed,"60,850"
21-1015,Rehabilitation Counselors,detailed,"100,260"
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"293,620"
21-1019,"Counselors, All Other",detailed,"27,310"
21-1020,Social Workers,broad,"681,400"
21-1021,"Child, Family, and School Social Workers",detailed,"328,120"
21-1022,Healthcare Social Workers,detailed,"176,110"
21-1023,Mental Health and Substance Abuse Social Workers,detailed,"116,780"
21-1029,"Social Workers, All Other",detailed,"60,390"
21-1090,Miscellaneous Community and Social Service Specialists,broad,"694,380"
21-1091,Health Education Specialists,detailed,"57,920"
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"90,070"
21-1093,Social and Human Service Assistants,detailed,"399,920"
21-1094,Community Health Workers,detailed,"58,670"
21-1099,"Community and Social Service Specialists, All Other",detailed,"87,800"
21-2000,Religious Workers,minor,"81,020"
21-2010,Clergy,broad,"52,260"
21-2011,Clergy,detailed,"52,260"
21-2020,"Directors, Religious Activities and Education",broad,"19,860"
21-2021,"Directors, Religious Activities and Education",detailed,"19,860"
21-2090,Miscellaneous Religious Workers,broad,"8,900"
21-2099,"Religious Workers, All Other",detailed,"8,900"
23-0000,Legal Occupations,major,"1,154,740"
23-1000,"Lawyers, Judges, and Related Workers",minor,"721,750"
23-1010,Lawyers and Judicial Law Clerks,broad,"672,820"
23-1011,Lawyers,detailed,"658,120"
23-1012,Judicial Law Clerks,detailed,"14,690"
23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"48,930"
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,570"
23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"5,810"
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,550"
23-2000,Legal Support Workers,minor,"432,990"
23-2010,Paralegals and Legal Assistants,broad,"332,720"
23-2011,Paralegals and Legal Assistants,detailed,"332,720"
23-2090,Miscellaneous Legal Support Workers,broad,"100,270"
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"54,960"
23-2099,"Legal Support Workers, All Other",detailed,"45,310"
25-0000,Educational Instruction and Library Occupations,major,"8,446,910"
25-1000,Postsecondary Teachers,minor,"1,369,930"
25-1010,"Business Teachers, Postsecondary",broad,"79,810"
25-1011,"Business Teachers, Postsecondary",detailed,"79,810"
25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"81,780"
25-1021,"Computer Science Teachers, Postsecondary",detailed,"32,230"
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"49,550"
25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"45,430"
25-1031,"Architecture Teachers, Postsecondary",detailed,"6,910"
25-1032,"Engineering Teachers, Postsecondary",detailed,"38,520"
25-1040,"Life Sciences Teachers, Postsecondary",broad,"61,480"
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,520"
25-1042,"Biological Science Teachers, Postsecondary",detailed,"51,500"
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,460"
25-1050,"Physical Sciences Teachers, Postsecondary",broad,"52,810"
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,750"
25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,530"
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,860"
25-1054,"Physics Teachers, Postsecondary",detailed,"13,670"
25-1060,"Social Sciences Teachers, Postsecondary",broad,"115,040"
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,590"
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,960"
25-1063,"Economics Teachers, Postsecondary",detailed,"13,080"
25-1064,"Geography Teachers, Postsecondary",detailed,"3,720"
25-1065,"Political Science Teachers, Postsecondary",detailed,"15,130"
25-1066,"Psychology Teachers, Postsecondary",detailed,"36,520"
25-1067,"Sociology Teachers, Postsecondary",detailed,"13,420"
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"17,620"
25-1070,"Health Teachers, Postsecondary",broad,"261,130"
25-1071,"Health Specialties Teachers, Postsecondary",detailed,"200,040"
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"61,100"
25-1080,"Education and Library Science Teachers, Postsecondary",broad,"61,790"
25-1081,"Education Teachers, Postsecondary",detailed,"57,560"
25-1082,"Library Science Teachers, Postsecondary",detailed,"4,230"
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"42,540"
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,030"
25-1112,"Law Teachers, Postsecondary",detailed,"14,930"
25-1113,"Social Work Teachers, Postsecondary",detailed,"13,580"
25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"250,550"
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"91,170"
25-1122,"Communications Teachers, Postsecondary",detailed,"28,430"
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"64,800"
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"22,790"
25-1125,"History Teachers, Postsecondary",detailed,"20,450"
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"22,900"
25-1190,Miscellaneous Postsecondary Teachers,broad,"317,580"
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,270"
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"14,730"
25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"105,830"
25-1199,"Postsecondary Teachers, All Other",detailed,"194,740"
25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"3,998,620"
25-2010,Preschool and Kindergarten Teachers,broad,"491,020"
25-2011,"Preschool Teachers, Except Special Education",detailed,"370,940"
25-2012,"Kindergarten Teachers, Except Special Education",detailed,"120,080"
25-2020,Elementary and Middle School Teachers,broad,"1,976,050"
25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,364,870"
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"599,520"
25-2023,"Career/Technical Education Teachers, Middle School",detailed,"11,670"
25-2030,Secondary School Teachers,broad,"1,064,540"
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"991,000"
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"73,530"
25-2050,Special Education Teachers,broad,"467,020"
25-2051,"Special Education Teachers, Preschool",detailed,"20,300"
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"191,170"
25-2057,"Special Education Teachers, Middle School",detailed,"80,110"
25-2058,"Special Education Teachers, Secondary School",detailed,"142,500"
25-2059,"Special Education Teachers, All Other",detailed,"32,950"
25-3000,Other Teachers and Instructors,minor,"1,086,850"
25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"42,910"
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"42,910"
25-3020,Self-Enrichment Teachers,broad,"222,700"
25-3021,Self-Enrichment Teachers,detailed,"222,700"
25-3030,"Substitute Teachers, Short-Term",broad,"512,030"
25-3031,"Substitute Teachers, Short-Term",detailed,"512,030"
25-3097,"Tutors and Teachers and Instructors, All Other",detailed,"309,220"
25-4000,"Librarians, Curators, and Archivists",minor,"254,360"
25-4010,"Archivists, Curators, and Museum Technicians",broad,"30,230"
25-4011,Archivists,detailed,"6,550"
25-4012,Curators,detailed,"11,750"
25-4013,Museum Technicians and Conservators,detailed,"11,930"
25-4020,Librarians and Media Collections Specialists,broad,"135,070"
25-4022,Librarians and Media Collections Specialists,detailed,"135,070"
25-4030,Library Technicians,broad,"89,070"
25-4031,Library Technicians,detailed,"89,070"
25-9000,Other Educational Instruction and Library Occupations,minor,"1,737,130"
25-9020,Farm and Home Management Educators,broad,"8,090"
25-9021,Farm and Home Management Educators,detailed,"8,090"
25-9030,Instructional Coordinators,broad,"174,900"
25-9031,Instructional Coordinators,detailed,"174,900"
25-9040,Teaching Assistants,broad,"1,411,590"
25-9044,"Teaching Assistants, Postsecondary",detailed,"138,740"
25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,272,840"
25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"142,550"
25-9099,"Educational Instruction and Library Workers, All Other",detailed,"142,550"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,857,500"
27-1000,Art and Design Workers,minor,"594,670"
27-1010,Artists and Related Workers,broad,"89,800"
27-1011,Art Directors,detailed,"40,950"
27-1012,Craft Artists,detailed,"4,090"
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"11,070"
27-1014,Special Effects Artists and Animators,detailed,"26,460"
27-1019,"Artists and Related Workers, All Other",detailed,"7,220"
27-1020,Designers,broad,"504,880"
27-1021,Commercial and Industrial Designers,detailed,"30,100"
27-1022,Fashion Designers,detailed,"21,050"
27-1023,Floral Designers,detailed,"36,810"
27-1024,Graphic Designers,detailed,"201,440"
27-1025,Interior Designers,detailed,"59,170"
27-1026,Merchandise Displayers and Window Trimmers,detailed,"134,660"
27-1027,Set and Exhibit Designers,detailed,"10,980"
27-1029,"Designers, All Other",detailed,"10,680"
27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"465,780"
27-2010,"Actors, Producers, and Directors",broad,"163,950"
27-2011,Actors,detailed,"44,460"
27-2012,Producers and Directors,detailed,"119,490"
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"233,160"
27-2021,Athletes and Sports Competitors,detailed,"8,380"
27-2022,Coaches and Scouts,detailed,"208,180"
27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"16,590"
27-2030,Dancers and Choreographers,broad,"10,950"
27-2031,Dancers,detailed,"7,370"
27-2032,Choreographers,detailed,"3,580"
27-2040,"Musicians, Singers, and Related Workers",broad,"43,970"
27-2041,Music Directors and Composers,detailed,"9,200"
27-2042,Musicians and Singers,detailed,"34,770"
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"13,760"
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,"13,760"
27-3000,Media and Communication Workers,minor,"591,650"
27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,"27,290"
27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"27,290"
27-3020,"News Analysts, Reporters and Journalists",broad,"41,580"
27-3023,"News Analysts, Reporters, and Journalists",detailed,"41,580"
27-3030,Public Relations Specialists,broad,"244,550"
27-3031,Public Relations Specialists,detailed,"244,550"
27-3040,Writers and Editors,broad,"186,490"
27-3041,Editors,detailed,"93,370"
27-3042,Technical Writers,detailed,"48,880"
27-3043,Writers and Authors,detailed,"44,240"
27-3090,Miscellaneous Media and Communication Workers,broad,"91,740"
27-3091,Interpreters and Translators,detailed,"56,920"
27-3092,Court Reporters and Simultaneous Captioners,detailed,"13,880"
27-3099,"Media and Communication Workers, All Other",detailed,"20,940"
27-4000,Media and Communication Equipment Workers,minor,"205,400"
27-4011,Audio and Video Technicians,detailed,"62,360"
27-4012,Broadcast Technicians,detailed,"25,960"
27-4014,Sound Engineering Technicians,detailed,"10,870"
27-4020,Photographers,broad,"41,600"
27-4021,Photographers,detailed,"41,600"
27-4030,"Television, Video, and Film Camera Operators and Editors",broad,"42,750"
27-4031,"Camera Operators, Television, Video, and Film",detailed,"20,340"
27-4032,Film and Video Editors,detailed,"22,410"
27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,"21,860"
29-0000,Healthcare Practitioners and Technical Occupations,major,"8,579,180"
29-1000,Healthcare Diagnosing or Treating Practitioners,minor,"5,611,620"
29-1010,Chiropractors,broad,"34,760"
29-1011,Chiropractors,detailed,"34,760"
29-1020,Dentists,broad,"111,210"
29-1021,"Dentists, General",detailed,"95,920"
29-1022,Oral and Maxillofacial Surgeons,detailed,"4,120"
29-1023,Orthodontists,detailed,"5,040"
29-1024,Prosthodontists,detailed,530
29-1029,"Dentists, All Other Specialists",detailed,"5,610"
