OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
13-2020,Property Appraisers and Assessors,broad,"62,090"
13-2020,Property Appraisers and Assessors,detailed,"62,090"
13-2030,Budget Analysts,broad,"47,310"
13-2031,Budget Analysts,detailed,"47,310"
13-2040,Credit Analysts,broad,"73,200"
13-2041,Credit Analysts,detailed,"73,200"
13-2050,Financial Analysts and Advisors,broad,"753,990"
13-2051,Financial and Investment Analysts,detailed,"325,220"
13-2052,Personal Financial Advisors,detailed,"272,190"
13-2053,Insurance Underwriters,detailed,"101,310"
13-2054,Financial Risk Specialists,detailed,"55,290"
13-2060,Financial Examiners,broad,"63,440"
13-2061,Financial Examiners,detailed,"63,440"
13-2070,Credit Counselors and Loan Officers,broad,"349,040"
13-2071,Credit Counselors,detailed,"27,950"
13-2072,Loan Officers,detailed,"321,090"
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,"131,910"
13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"50,250"
13-2082,Tax Preparers,detailed,"81,650"
13-2090,Miscellaneous Financial Specialists,broad,"122,730"
13-2099,"Financial Specialists, All Other",detailed,"122,730"
15-0000,Computer and Mathematical Occupations,major,"5,177,400"
15-1200,Computer Occupations,minor,"4,804,840"
15-1210,Computer and Information Analysts,broad,"674,170"
15-1211,Computer Systems Analysts,detailed,"498,810"
15-1212,Information Security Analysts,detailed,"175,350"
15-1220,Computer and Information Research Scientists,broad,"35,210"
15-1221,Computer and Information Research Scientists,detailed,"35,210"
15-1230,Computer Support Specialists,broad,"848,420"
15-1231,Computer Network Support Specialists,detailed,"158,720"
15-1232,Computer User Support Specialists,detailed,"689,700"
15-1240,Database and Network Administrators and Architects,broad,"633,180"
15-1241,Computer Network Architects,detailed,"174,100"
15-1242,Database Administrators,detailed,"76,140"
15-1243,Database Architects,detailed,"59,920"
15-1244,Network and Computer Systems Administrators,detailed,"323,020"
15-1250,"Software and Web Developers, Programmers, and Testers",broad,"2,176,710"
15-1251,Computer Programmers,detailed,"120,370"
15-1252,Software Developers,detailed,"1,656,880"
15-1253,Software Quality Assurance Analysts and Testers,detailed,"203,040"
15-1254,Web Developers,detailed,"85,350"
15-1255,Web and Digital Interface Designers,detailed,"111,060"
15-1290,Miscellaneous Computer Occupations,broad,"437,170"
15-1299,"Computer Occupations, All Other",detailed,"437,170"
15-2000,Mathematical Science Occupations,minor,"372,550"
15-2010,Actuaries,broad,"25,470"
15-2011,Actuaries,detailed,"25,470"
15-2020,Mathematicians,broad,"2,220"
15-2021,Mathematicians,detailed,"2,220"
15-2030,Operations Research Analysts,broad,"117,880"
15-2031,Operations Research Analysts,detailed,"117,880"
15-2040,Statisticians,broad,"29,950"
15-2041,Statisticians,detailed,"29,950"
15-2050,Data Scientists,broad,"192,710"
15-2051,Data Scientists,detailed,"192,710"
15-2090,Miscellaneous Mathematical Science Occupations,broad,"4,320"
15-2099,"Mathematical Science Occupations, All Other",detailed,"4,320"
17-0000,Architecture and Engineering Occupations,major,"2,539,660"
17-1000,"Architects, Surveyors, and Cartographers",minor,"194,610"
17-1010,"Architects, Except Naval",broad,"131,540"
17-1011,"Architects, Except Landscape and Naval",detailed,"111,170"
17-1012,Landscape Architects,detailed,"20,370"
17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,"63,070"
17-1021,Cartographers and Photogrammetrists,detailed,"12,330"
17-1022,Surveyors,detailed,"50,740"
17-2000,Engineers,minor,"1,703,700"
17-2010,Aerospace Engineers,broad,"66,660"
17-2011,Aerospace Engineers,detailed,"66,660"
17-2020,Agricultural Engineers,broad,"1,860"
17-2021,Agricultural Engineers,detailed,"1,860"
17-2030,Bioengineers and Biomedical Engineers,broad,"19,320"
17-2031,Bioengineers and Biomedical Engineers,detailed,"19,320"
17-2040,Chemical Engineers,broad,"21,140"
17-2041,Chemical Engineers,detailed,"21,140"
17-2050,Civil Engineers,broad,"327,950"
17-2051,Civil Engineers,detailed,"327,950"
17-2060,Computer Hardware Engineers,broad,"82,660"
17-2061,Computer Hardware Engineers,detailed,"82,660"
17-2070,Electrical and Electronics Engineers,broad,"281,840"
17-2071,Electrical Engineers,detailed,"185,430"
17-2072,"Electronics Engineers, Except Computer",detailed,"96,410"
17-2080,Environmental Engineers,broad,"39,880"
17-2081,Environmental Engineers,detailed,"39,880"
17-2110,"Industrial Engineers, Including Health and Safety",broad,"355,380"
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"22,510"
17-2112,Industrial Engineers,detailed,"332,870"
17-2120,Marine Engineers and Naval Architects,broad,"9,960"
17-2121,Marine Engineers and Naval Architects,detailed,"9,960"
17-2130,Materials Engineers,broad,"24,630"
17-2131,Materials Engineers,detailed,"24,630"
17-2140,Mechanical Engineers,broad,"281,290"
17-2141,Mechanical Engineers,detailed,"281,290"
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,"7,040"
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,"7,040"
17-2160,Nuclear Engineers,broad,"12,710"
17-2161,Nuclear Engineers,detailed,"12,710"
17-2170,Petroleum Engineers,broad,"20,390"
17-2171,Petroleum Engineers,detailed,"20,390"
17-2190,Miscellaneous Engineers,broad,"150,990"
17-2199,"Engineers, All Other",detailed,"150,990"
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"641,350"
17-3010,Drafters,broad,"193,180"
17-3011,Architectural and Civil Drafters,detailed,"111,070"
17-3012,Electrical and Electronics Drafters,detailed,"20,680"
17-3013,Mechanical Drafters,detailed,"44,850"
17-3019,"Drafters, All Other",detailed,"16,580"
17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,"392,120"
17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,"10,640"
17-3022,Civil Engineering Technologists and Technicians,detailed,"63,560"
17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,"97,420"
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,"15,360"
17-3025,Environmental Engineering Technologists and Technicians,detailed,"13,780"
17-3026,Industrial Engineering Technologists and Technicians,detailed,"73,020"
17-3027,Mechanical Engineering Technologists and Technicians,detailed,"38,930"
17-3028,Calibration Technologists and Technicians,detailed,"13,220"
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,"66,200"
17-3030,Surveying and Mapping Technicians,broad,"56,050"
17-3031,Surveying and Mapping Technicians,detailed,"56,050"
19-0000,"Life, Physical, and Social Science Occupations",major,"1,389,430"
19-1000,Life Scientists,minor,"352,000"
19-1010,Agricultural and Food Scientists,broad,"32,360"
19-1011,Animal Scientists,detailed,"2,460"
19-1012,Food Scientists and Technologists,detailed,"14,100"
19-1013,Soil and Plant Scientists,detailed,"15,800"
19-1020,Biological Scientists,broad,"133,050"
19-1021,Biochemists and Biophysicists,detailed,"33,180"
19-1022,Microbiologists,detailed,"21,540"
19-1023,Zoologists and Wildlife Biologists,detailed,"17,100"
19-1029,"Biological Scientists, All Other",detailed,"61,220"
19-1030,Conservation Scientists and Foresters,broad,"32,240"
19-1031,Conservation Scientists,detailed,"22,790"
19-1032,Foresters,detailed,"9,450"
19-1040,Medical Scientists,broad,"146,850"
19-1041,Epidemiologists,detailed,"10,230"
19-1042,"Medical Scientists, Except Epidemiologists",detailed,"136,620"
19-1090,Miscellaneous Life Scientists,broad,"7,490"
19-1099,"Life Scientists, All Other",detailed,"7,490"
19-2000,Physical Scientists,minor,"254,410"
19-2010,Astronomers and Physicists,broad,"20,430"
19-2011,Astronomers,detailed,"2,080"
19-2012,Physicists,detailed,"18,350"
19-2020,Atmospheric and Space Scientists,broad,"9,310"
19-2021,Atmospheric and Space Scientists,detailed,"9,310"
19-2030,Chemists and Materials Scientists,broad,"92,350"
19-2031,Chemists,detailed,"83,530"
19-2032,Materials Scientists,detailed,"8,810"
19-2040,Environmental Scientists and Geoscientists,broad,"111,500"
19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"80,730"
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"24,620"
19-2043,Hydrologists,detailed,"6,150"
19-2090,Miscellaneous Physical Scientists,broad,"20,820"
19-2099,"Physical Scientists, All Other",detailed,"20,820"
19-3000,Social Scientists and Related Workers,minor,"273,230"
19-3010,Economists,broad,"16,420"
19-3011,Economists,detailed,"16,420"
19-3020,Survey Researchers,broad,"8,190"
19-3022,Survey Researchers,detailed,"8,190"
19-3030,Psychologists,broad,"150,030"
19-3032,Industrial-Organizational Psychologists,detailed,"1,030"
19-3033,Clinical and Counseling Psychologists,detailed,"71,730"
19-3034,School Psychologists,detailed,"62,790"
19-3039,"Psychologists, All Other",detailed,"14,480"
19-3040,Sociologists,broad,"2,890"
19-3041,Sociologists,detailed,"2,890"
19-3050,Urban and Regional Planners,broad,"42,690"
19-3051,Urban and Regional Planners,detailed,"42,690"
19-3090,Miscellaneous Social Scientists and Related Workers,broad,"53,010"
19-3091,Anthropologists and Archeologists,detailed,"7,720"
19-3092,Geographers,detailed,"1,460"
19-3093,Historians,detailed,"3,040"
19-3094,Political Scientists,detailed,"5,580"
19-3099,"Social Scientists and Related Workers, All Other",detailed,"35,210"
19-4000,"Life, Physical, and Social Science Technicians",minor,"360,210"
19-4010,Agricultural and Food Science Technicians,broad,"28,340"
19-4012,Agricultural Technicians,detailed,"13,150"
19-4013,Food Science Technicians,detailed,"15,190"
19-4020,Biological Technicians,broad,"76,990"
19-4021,Biological Technicians,detailed,"76,990"
19-4030,Chemical Technicians,broad,"55,880"
19-4031,Chemical Technicians,detailed,"55,880"
19-4040,Environmental Science and Geoscience Technicians,broad,"44,240"
19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"32,390"
19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed,"8,860"
19-4044,Hydrologic Technicians,detailed,"3,000"
19-4050,Nuclear Technicians,broad,"5,400"
19-4051,Nuclear Technicians,detailed,"5,400"
19-4060,Social Science Research Assistants,broad,"30,890"
19-4061,Social Science Research Assistants,detailed,"30,890"
19-4070,Forest and Conservation Technicians,broad,"28,740"
19-4071,Forest and Conservation Technicians,detailed,"28,740"
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"89,740"
19-4092,Forensic Science Technicians,detailed,"17,520"
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"72,230"
19-5000,Occupational Health and Safety Specialists and Technicians,minor,"149,570"
19-5010,Occupational Health and Safety Specialists and Technicians,broad,"149,570"
19-5011,Occupational Health and Safety Specialists,detailed,"122,300"
19-5012,Occupational Health and Safety Technicians,detailed,"27,270"
21-0000,Community and Social Service Occupations,major,"2,418,130"
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,326,360"
21-1010,Counselors,broad,"909,190"
21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"327,660"
21-1013,Marriage and Family Therapists,detailed,"63,340"
21-1015,Rehabilitation Counselors,detailed,"84,750"
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"397,880"
21-1019,"Counselors, All Other",detailed,"35,580"
21-1020,Social Workers,broad,"710,320"
21-1021,"Child, Family, and School Social Workers",detailed,"352,160"
21-1022,Healthcare Social Workers,detailed,"185,020"
21-1023,Mental Health and Substance Abuse Social Workers,detailed,"114,680"
21-1029,"Social Workers, All Other",detailed,"58,460"
21-1090,Miscellaneous Community and Social Service Specialists,broad,"706,840"
21-1091,Health Education Specialists,detailed,"57,800"
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"85,870"
21-1093,Social and Human Service Assistants,detailed,"409,310"
21-1094,Community Health Workers,detailed,"58,550"
21-1099,"Community and Social Service Specialists, All Other",detailed,"95,310"
21-2000,Religious Workers,minor,"91,770"
21-2010,Clergy,broad,"56,640"
21-2011,Clergy,detailed,"56,640"
21-2020,"Directors, Religious Activities and Education",broad,"23,270"
21-2021,"Directors, Religious Activities and Education",detailed,"23,270"
21-2090,Miscellaneous Religious Workers,broad,"11,870"
21-2099,"Religious Workers, All Other",detailed,"11,870"
23-0000,Legal Occupations,major,"1,240,630"
23-1000,"Lawyers, Judges, and Related Workers",minor,"792,220"
23-1010,Lawyers and Judicial Law Clerks,broad,"746,020"
23-1011,Lawyers,detailed,"731,340"
23-1012,Judicial Law Clerks,detailed,"14,680"
23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"46,200"
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,670"
23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"7,060"
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"24,470"
23-2000,Legal Support Workers,minor,"448,410"
23-2010,Paralegals and Legal Assistants,broad,"354,890"
23-2011,Paralegals and Legal Assistants,detailed,"354,890"
23-2090,Miscellaneous Legal Support Workers,broad,"93,520"
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"49,760"
23-2099,"Legal Support Workers, All Other",detailed,"43,760"
25-0000,Educational Instruction and Library Occupations,major,"8,744,560"
25-1000,Postsecondary Teachers,minor,"1,394,110"
25-1010,"Business Teachers, Postsecondary",broad,"82,980"
25-1011,"Business Teachers, Postsecondary",detailed,"82,980"
25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"84,380"
25-1021,"Computer Science Teachers, Postsecondary",detailed,"36,150"
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"48,230"
25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"46,710"
25-1031,"Architecture Teachers, Postsecondary",detailed,"8,350"
25-1032,"Engineering Teachers, Postsecondary",detailed,"38,370"
25-1040,"Life Sciences Teachers, Postsecondary",broad,"60,860"
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"7,550"
25-1042,"Biological Science Teachers, Postsecondary",detailed,"52,050"
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,260"
25-1050,"Physical Sciences Teachers, Postsecondary",broad,"53,130"
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,770"
25-1052,"Chemistry Teachers, Postsecondary",detailed,"20,210"
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"7,120"
25-1054,"Physics Teachers, Postsecondary",detailed,"14,030"
25-1060,"Social Sciences Teachers, Postsecondary",broad,"119,750"
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,030"
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"11,570"
25-1063,"Economics Teachers, Postsecondary",detailed,"12,210"
25-1064,"Geography Teachers, Postsecondary",detailed,"3,480"
25-1065,"Political Science Teachers, Postsecondary",detailed,"17,090"
25-1066,"Psychology Teachers, Postsecondary",detailed,"40,610"
25-1067,"Sociology Teachers, Postsecondary",detailed,"12,870"
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,900"
25-1070,"Health Teachers, Postsecondary",broad,"298,060"
25-1071,"Health Specialties Teachers, Postsecondary",detailed,"225,360"
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"72,700"
25-1080,"Education and Library Science Teachers, Postsecondary",broad,"65,090"
25-1081,"Education Teachers, Postsecondary",detailed,"60,860"
25-1082,"Library Science Teachers, Postsecondary",detailed,"4,220"
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"39,700"
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"13,390"
25-1112,"Law Teachers, Postsecondary",detailed,"14,570"
25-1113,"Social Work Teachers, Postsecondary",detailed,"11,730"
25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"249,370"
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"101,500"
25-1122,"Communications Teachers, Postsecondary",detailed,"28,520"
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"57,600"
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"20,820"
25-1125,"History Teachers, Postsecondary",detailed,"20,610"
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"20,320"
25-1190,Miscellaneous Postsecondary Teachers,broad,"294,080"
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,660"
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"13,270"
25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"111,180"
25-1199,"Postsecondary Teachers, All Other",detailed,"166,980"
25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"4,261,430"
25-2010,Preschool and Kindergarten Teachers,broad,"548,820"
25-2011,"Preschool Teachers, Except Special Education",detailed,"430,240"
25-2012,"Kindergarten Teachers, Except Special Education",detailed,"118,580"
25-2020,Elementary and Middle School Teachers,broad,"2,048,970"
25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,410,070"
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"626,690"
25-2023,"Career/Technical Education Teachers, Middle School",detailed,"12,210"
25-2030,Secondary School Teachers,broad,"1,135,230"
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,045,170"
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"90,070"
25-2050,Special Education Teachers,broad,"528,400"
25-2051,"Special Education Teachers, Preschool",detailed,"24,850"
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"212,850"
25-2057,"Special Education Teachers, Middle School",detailed,"88,850"
25-2058,"Special Education Teachers, Secondary School",detailed,"158,150"
25-2059,"Special Education Teachers, All Other",detailed,"43,700"
25-3000,Other Teachers and Instructors,minor,"1,034,120"
25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"36,890"
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"36,890"
25-3020,Self-Enrichment Teachers,broad,"272,110"
25-3021,Self-Enrichment Teachers,detailed,"272,110"
25-3030,"Substitute Teachers, Short-Term",broad,"444,530"
25-3031,"Substitute Teachers, Short-Term",detailed,"444,530"
25-3040,Tutors,broad,"162,300"
25-3041,Tutors,detailed,"162,300"
25-3090,Miscellaneous Teachers and Instructors,broad,"118,290"
25-3099,"Teachers and Instructors, All Other",detailed,"118,290"
25-4000,"Librarians, Curators, and Archivists",minor,"242,750"
25-4010,"Archivists, Curators, and Museum Technicians",broad,"32,330"
25-4011,Archivists,detailed,"7,150"
25-4012,Curators,detailed,"12,510"
25-4013,Museum Technicians and Conservators,detailed,"12,670"
25-4020,Librarians and Media Collections Specialists,broad,"133,760"
25-4022,Librarians and Media Collections Specialists,detailed,"133,760"
25-4030,Library Technicians,broad,"76,670"
25-4031,Library Technicians,detailed,"76,670"
25-9000,Other Educational Instruction and Library Occupations,minor,"1,812,160"
25-9020,Farm and Home Management Educators,broad,"8,110"
25-9021,Farm and Home Management Educators,detailed,"8,110"
25-9030,Instructional Coordinators,broad,"207,270"
25-9031,Instructional Coordinators,detailed,"207,270"
25-9040,Teaching Assistants,broad,"1,483,280"
25-9044,"Teaching Assistants, Postsecondary",detailed,"145,960"
25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,337,320"
25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"113,490"
25-9099,"Educational Instruction and Library Workers, All Other",detailed,"113,490"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,106,490"
27-1000,Art and Design Workers,minor,"675,630"
27-1010,Artists and Related Workers,broad,"105,300"
27-1011,Art Directors,detailed,"51,200"
27-1012,Craft Artists,detailed,"5,830"
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"10,910"
27-1014,Special Effects Artists and Animators,detailed,"29,940"
27-1019,"Artists and Related Workers, All Other",detailed,"7,420"
27-1020,Designers,broad,"570,330"
27-1021,Commercial and Industrial Designers,detailed,"30,810"
27-1022,Fashion Designers,detailed,"19,940"
27-1023,Floral Designers,detailed,"43,350"
27-1024,Graphic Designers,detailed,"212,720"
27-1025,Interior Designers,detailed,"67,760"
27-1026,Merchandise Displayers and Window Trimmers,detailed,"175,790"
27-1027,Set and Exhibit Designers,detailed,"10,090"
27-1029,"Designers, All Other",detailed,"9,880"
27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"569,670"
27-2010,"Actors, Producers, and Directors",broad,"217,020"
27-2011,Actors,detailed,"62,560"
27-2012,Producers and Directors,detailed,"154,470"
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"268,750"
27-2021,Athletes and Sports Competitors,detailed,"14,930"
27-2022,Coaches and Scouts,detailed,"238,980"
27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"14,840"
27-2030,Dancers and Choreographers,broad,"15,700"
27-2031,Dancers,detailed,"11,510"
27-2032,Choreographers,detailed,"4,190"
27-2040,"Musicians, Singers, and Related Workers",broad,"46,280"
27-2041,Music Directors and Composers,detailed,"10,770"
27-2042,Musicians and Singers,detailed,"35,520"
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"21,910"
27-2091,"Disc Jockeys, Except Radio",detailed,"7,190"
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"14,720"
27-3000,Media and Communication Workers,minor,"625,940"
27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,"25,070"
27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"25,070"
27-3020,"News Analysts, Reporters and Journalists",broad,"45,020"
27-3023,"News Analysts, Reporters, and Journalists",detailed,"45,020"
27-3030,Public Relations Specialists,broad,"275,550"
27-3031,Public Relations Specialists,detailed,"275,550"
27-3040,Writers and Editors,broad,"193,130"
27-3041,Editors,detailed,"95,700"
27-3042,Technical Writers,detailed,"47,970"
27-3043,Writers and Authors,detailed,"49,450"
27-3090,Miscellaneous Media and Communication Workers,broad,"87,180"
