ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
180,17-2021,Agricultural Engineers,detailed,"1,120"
181,17-2030,Bioengineers and Biomedical Engineers,broad,"17,190"
182,17-2031,Bioengineers and Biomedical Engineers,detailed,"17,190"
183,17-2040,Chemical Engineers,broad,"24,180"
184,17-2041,Chemical Engineers,detailed,"24,180"
185,17-2050,Civil Engineers,broad,"304,310"
186,17-2051,Civil Engineers,detailed,"304,310"
187,17-2060,Computer Hardware Engineers,broad,"73,750"
188,17-2061,Computer Hardware Engineers,detailed,"73,750"
189,17-2070,Electrical and Electronics Engineers,broad,"293,190"
190,17-2071,Electrical Engineers,detailed,"186,020"
191,17-2072,"Electronics Engineers, Except Computer",detailed,"107,170"
192,17-2080,Environmental Engineers,broad,"42,660"
193,17-2081,Environmental Engineers,detailed,"42,660"
194,17-2110,"Industrial Engineers, Including Health and Safety",broad,"316,820"
195,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"22,870"
196,17-2112,Industrial Engineers,detailed,"293,950"
197,17-2120,Marine Engineers and Naval Architects,broad,"7,380"
198,17-2121,Marine Engineers and Naval Architects,detailed,"7,380"
199,17-2130,Materials Engineers,broad,"21,530"
200,17-2131,Materials Engineers,detailed,"21,530"
201,17-2140,Mechanical Engineers,broad,"278,240"
202,17-2141,Mechanical Engineers,detailed,"278,240"
203,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,"7,370"
204,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,"7,370"
205,17-2160,Nuclear Engineers,broad,"12,670"
206,17-2161,Nuclear Engineers,detailed,"12,670"
207,17-2170,Petroleum Engineers,broad,"22,100"
208,17-2171,Petroleum Engineers,detailed,"22,100"
209,17-2190,Miscellaneous Engineers,broad,"151,940"
210,17-2199,"Engineers, All Other",detailed,"151,940"
211,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"628,600"
212,17-3010,Drafters,broad,"185,200"
213,17-3011,Architectural and Civil Drafters,detailed,"101,310"
214,17-3012,Electrical and Electronics Drafters,detailed,"20,830"
215,17-3013,Mechanical Drafters,detailed,"47,760"
216,17-3019,"Drafters, All Other",detailed,"15,300"
217,17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,"387,330"
218,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,"10,900"
219,17-3022,Civil Engineering Technologists and Technicians,detailed,"64,170"
220,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,"101,450"
221,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,"11,590"
222,17-3025,Environmental Engineering Technologists and Technicians,detailed,"14,910"
223,17-3026,Industrial Engineering Technologists and Technicians,detailed,"62,030"
224,17-3027,Mechanical Engineering Technologists and Technicians,detailed,"40,180"
225,17-3028,Calibration Technologists and Technicians,detailed,"8,500"
226,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,"73,600"
227,17-3030,Surveying and Mapping Technicians,broad,"56,070"
228,17-3031,Surveying and Mapping Technicians,detailed,"56,070"
229,19-0000,"Life, Physical, and Social Science Occupations",major,"1,273,640"
230,19-1000,Life Scientists,minor,"304,980"
231,19-1010,Agricultural and Food Scientists,broad,"31,920"
232,19-1011,Animal Scientists,detailed,"2,790"
233,19-1012,Food Scientists and Technologists,detailed,"13,510"
234,19-1013,Soil and Plant Scientists,detailed,"15,610"
235,19-1020,Biological Scientists,broad,"117,460"
236,19-1021,Biochemists and Biophysicists,detailed,"35,050"
237,19-1022,Microbiologists,detailed,"19,430"
238,19-1023,Zoologists and Wildlife Biologists,detailed,"15,930"
239,19-1029,"Biological Scientists, All Other",detailed,"47,050"
240,19-1030,Conservation Scientists and Foresters,broad,"32,040"
241,19-1031,Conservation Scientists,detailed,"22,550"
242,19-1032,Foresters,detailed,"9,500"
243,19-1040,Medical Scientists,broad,"116,740"
244,19-1041,Epidemiologists,detailed,"8,180"
245,19-1042,"Medical Scientists, Except Epidemiologists",detailed,"108,550"
246,19-1090,Miscellaneous Life Scientists,broad,"6,820"
247,19-1099,"Life Scientists, All Other",detailed,"6,820"
248,19-2000,Physical Scientists,minor,"244,340"
249,19-2010,Astronomers and Physicists,broad,"21,950"
250,19-2011,Astronomers,detailed,"1,930"
251,19-2012,Physicists,detailed,"20,020"
252,19-2020,Atmospheric and Space Scientists,broad,"8,520"
253,19-2021,Atmospheric and Space Scientists,detailed,"8,520"
254,19-2030,Chemists and Materials Scientists,broad,"87,290"
255,19-2031,Chemists,detailed,"80,600"
256,19-2032,Materials Scientists,detailed,"6,690"
257,19-2040,Environmental Scientists and Geoscientists,broad,"106,910"
258,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"76,890"
259,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"23,620"
260,19-2043,Hydrologists,detailed,"6,390"
261,19-2090,Miscellaneous Physical Scientists,broad,"19,680"
262,19-2099,"Physical Scientists, All Other",detailed,"19,680"
263,19-3000,Social Scientists and Related Workers,minor,"246,680"
264,19-3010,Economists,broad,"15,640"
265,19-3011,Economists,detailed,"15,640"
266,19-3020,Survey Researchers,broad,"8,850"
267,19-3022,Survey Researchers,detailed,"8,850"
268,19-3030,Psychologists,broad,"129,620"
269,19-3032,Industrial-Organizational Psychologists,detailed,610
270,19-3033,Clinical and Counseling Psychologists,detailed,"58,100"
271,19-3034,School Psychologists,detailed,"57,110"
272,19-3039,"Psychologists, All Other",detailed,"13,800"
273,19-3040,Sociologists,broad,"2,640"
274,19-3041,Sociologists,detailed,"2,640"
275,19-3050,Urban and Regional Planners,broad,"38,940"
276,19-3051,Urban and Regional Planners,detailed,"38,940"
277,19-3090,Miscellaneous Social Scientists and Related Workers,broad,"50,990"
278,19-3091,Anthropologists and Archeologists,detailed,"6,650"
279,19-3092,Geographers,detailed,"1,440"
280,19-3093,Historians,detailed,"2,910"
281,19-3094,Political Scientists,detailed,"5,650"
282,19-3099,"Social Scientists and Related Workers, All Other",detailed,"34,330"
283,19-4000,"Life, Physical, and Social Science Technicians",minor,"349,540"
284,19-4010,Agricultural and Food Science Technicians,broad,"25,090"
285,19-4012,Agricultural Technicians,detailed,"13,560"
286,19-4013,Food Science Technicians,detailed,"11,530"
287,19-4020,Biological Technicians,broad,"76,150"
288,19-4021,Biological Technicians,detailed,"76,150"
289,19-4030,Chemical Technicians,broad,"57,690"
290,19-4031,Chemical Technicians,detailed,"57,690"
291,19-4040,Environmental Science and Geoscience Technicians,broad,"46,860"
292,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"34,110"
293,19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed,"9,210"
294,19-4044,Hydrologic Technicians,detailed,"3,550"
295,19-4050,Nuclear Technicians,broad,"5,360"
296,19-4051,Nuclear Technicians,detailed,"5,360"
297,19-4060,Social Science Research Assistants,broad,"28,690"
298,19-4061,Social Science Research Assistants,detailed,"28,690"
299,19-4070,Forest and Conservation Technicians,broad,"30,440"
300,19-4071,Forest and Conservation Technicians,detailed,"30,440"
301,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"79,250"
302,19-4092,Forensic Science Technicians,detailed,"17,020"
303,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"62,230"
304,19-5000,Occupational Health and Safety Specialists and Technicians,minor,"128,090"
305,19-5010,Occupational Health and Safety Specialists and Technicians,broad,"128,090"
306,19-5011,Occupational Health and Safety Specialists,detailed,"106,340"
307,19-5012,Occupational Health and Safety Technicians,detailed,"21,750"
308,21-0000,Community and Social Service Occupations,major,"2,239,680"
309,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,157,410"
310,21-1010,Counselors,broad,"781,830"
311,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"296,370"
312,21-1013,Marriage and Family Therapists,detailed,"54,800"
313,21-1015,Rehabilitation Counselors,detailed,"90,310"
314,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"310,880"
315,21-1019,"Counselors, All Other",detailed,"29,480"
316,21-1020,Social Workers,broad,"677,440"
317,21-1021,"Child, Family, and School Social Workers",detailed,"340,050"
318,21-1022,Healthcare Social Workers,detailed,"173,860"
319,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"113,810"
320,21-1029,"Social Workers, All Other",detailed,"49,730"
321,21-1090,Miscellaneous Community and Social Service Specialists,broad,"698,130"
322,21-1091,Health Education Specialists,detailed,"55,830"
323,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"92,140"
324,21-1093,Social and Human Service Assistants,detailed,"398,380"
325,21-1094,Community Health Workers,detailed,"61,010"
326,21-1099,"Community and Social Service Specialists, All Other",detailed,"90,770"
327,21-2000,Religious Workers,minor,"82,280"
328,21-2010,Clergy,broad,"50,790"
329,21-2011,Clergy,detailed,"50,790"
330,21-2020,"Directors, Religious Activities and Education",broad,"21,000"
331,21-2021,"Directors, Religious Activities and Education",detailed,"21,000"
332,21-2090,Miscellaneous Religious Workers,broad,"10,490"
333,21-2099,"Religious Workers, All Other",detailed,"10,490"
334,23-0000,Legal Occupations,major,"1,178,140"
335,23-1000,"Lawyers, Judges, and Related Workers",minor,"744,760"
336,23-1010,Lawyers and Judicial Law Clerks,broad,"695,810"
337,23-1011,Lawyers,detailed,"681,010"
338,23-1012,Judicial Law Clerks,detailed,"14,800"
339,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"48,950"
340,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"13,840"
341,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"7,320"
342,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"27,790"
343,23-2000,Legal Support Workers,minor,"433,380"
344,23-2010,Paralegals and Legal Assistants,broad,"336,250"
345,23-2011,Paralegals and Legal Assistants,detailed,"336,250"
346,23-2090,Miscellaneous Legal Support Workers,broad,"97,130"
347,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"51,040"
348,23-2099,"Legal Support Workers, All Other",detailed,"46,090"
349,25-0000,Educational Instruction and Library Occupations,major,"8,191,930"
350,25-1000,Postsecondary Teachers,minor,"1,340,560"
351,25-1010,"Business Teachers, Postsecondary",broad,"79,640"
352,25-1011,"Business Teachers, Postsecondary",detailed,"79,640"
353,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"81,740"
354,25-1021,"Computer Science Teachers, Postsecondary",detailed,"37,600"
355,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"44,140"
356,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"41,380"
357,25-1031,"Architecture Teachers, Postsecondary",detailed,"5,950"
358,25-1032,"Engineering Teachers, Postsecondary",detailed,"35,440"
359,25-1040,"Life Sciences Teachers, Postsecondary",broad,"57,440"
360,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,570"
361,25-1042,"Biological Science Teachers, Postsecondary",detailed,"47,690"
362,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,180"
363,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"48,420"
364,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"10,250"
365,25-1052,"Chemistry Teachers, Postsecondary",detailed,"20,260"
366,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,440"
367,25-1054,"Physics Teachers, Postsecondary",detailed,"12,460"
368,25-1060,"Social Sciences Teachers, Postsecondary",broad,"108,100"
369,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,010"
370,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,040"
371,25-1063,"Economics Teachers, Postsecondary",detailed,"11,790"
372,25-1064,"Geography Teachers, Postsecondary",detailed,"3,440"
373,25-1065,"Political Science Teachers, Postsecondary",detailed,"14,060"
374,25-1066,"Psychology Teachers, Postsecondary",detailed,"36,060"
375,25-1067,"Sociology Teachers, Postsecondary",detailed,"12,550"
376,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,140"
377,25-1070,"Health Teachers, Postsecondary",broad,"259,890"
378,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"191,830"
379,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"68,060"
380,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"63,100"
381,25-1081,"Education Teachers, Postsecondary",detailed,"58,780"
382,25-1082,"Library Science Teachers, Postsecondary",detailed,"4,330"
383,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"40,170"
384,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"13,790"
385,25-1112,"Law Teachers, Postsecondary",detailed,"14,110"
386,25-1113,"Social Work Teachers, Postsecondary",detailed,"12,280"
387,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"239,610"
388,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"94,720"
389,25-1122,"Communications Teachers, Postsecondary",detailed,"27,330"
390,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"58,480"
391,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"19,640"
392,25-1125,"History Teachers, Postsecondary",detailed,"18,590"
393,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"20,850"
394,25-1190,Miscellaneous Postsecondary Teachers,broad,"321,050"
395,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,730"
396,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"13,860"
397,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"105,440"
398,25-1199,"Postsecondary Teachers, All Other",detailed,"199,020"
399,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"4,021,070"
400,25-2010,Preschool and Kindergarten Teachers,broad,"512,400"
401,25-2011,"Preschool Teachers, Except Special Education",detailed,"391,670"
402,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"120,730"
403,25-2020,Elementary and Middle School Teachers,broad,"1,933,120"
404,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,329,280"
405,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"592,000"
406,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"11,840"
407,25-2030,Secondary School Teachers,broad,"1,104,600"
408,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,020,240"
409,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"84,360"
410,25-2050,Special Education Teachers,broad,"470,960"
411,25-2051,"Special Education Teachers, Preschool",detailed,"21,130"
412,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"187,070"
413,25-2057,"Special Education Teachers, Middle School",detailed,"79,070"
414,25-2058,"Special Education Teachers, Secondary School",detailed,"145,690"
415,25-2059,"Special Education Teachers, All Other",detailed,"38,000"
416,25-3000,Other Teachers and Instructors,minor,"941,530"
417,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"38,260"
418,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"38,260"
419,25-3020,Self-Enrichment Teachers,broad,"216,910"
420,25-3021,Self-Enrichment Teachers,detailed,"216,910"
421,25-3030,"Substitute Teachers, Short-Term",broad,"374,620"
422,25-3031,"Substitute Teachers, Short-Term",detailed,"374,620"
423,25-3040,Tutors,broad,"147,100"
424,25-3041,Tutors,detailed,"147,100"
425,25-3090,Miscellaneous Teachers and Instructors,broad,"164,650"
426,25-3099,"Teachers and Instructors, All Other",detailed,"164,650"
427,25-4000,"Librarians, Curators, and Archivists",minor,"228,900"
428,25-4010,"Archivists, Curators, and Museum Technicians",broad,"28,110"
429,25-4011,Archivists,detailed,"6,120"
430,25-4012,Curators,detailed,"11,030"
431,25-4013,Museum Technicians and Conservators,detailed,"10,960"
432,25-4020,Librarians and Media Collections Specialists,broad,"127,790"
433,25-4022,Librarians and Media Collections Specialists,detailed,"127,790"
434,25-4030,Library Technicians,broad,"73,000"
435,25-4031,Library Technicians,detailed,"73,000"
436,25-9000,Other Educational Instruction and Library Occupations,minor,"1,659,870"
437,25-9020,Farm and Home Management Educators,broad,"10,620"
438,25-9021,Farm and Home Management Educators,detailed,"10,620"
439,25-9030,Instructional Coordinators,broad,"184,740"
440,25-9031,Instructional Coordinators,detailed,"184,740"
441,25-9040,Teaching Assistants,broad,"1,308,560"
442,25-9044,"Teaching Assistants, Postsecondary",detailed,"121,290"
443,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,187,270"
444,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"155,950"
445,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"155,950"
446,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,815,290"
447,27-1000,Art and Design Workers,minor,"609,150"
448,27-1010,Artists and Related Workers,broad,"83,070"
449,27-1011,Art Directors,detailed,"42,080"
450,27-1012,Craft Artists,detailed,"3,740"
451,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"9,430"
452,27-1014,Special Effects Artists and Animators,detailed,"20,430"
453,27-1019,"Artists and Related Workers, All Other",detailed,"7,390"
454,27-1020,Designers,broad,"526,080"
455,27-1021,Commercial and Industrial Designers,detailed,"27,940"
456,27-1022,Fashion Designers,detailed,"19,310"
457,27-1023,Floral Designers,detailed,"36,000"
458,27-1024,Graphic Designers,detailed,"204,040"
459,27-1025,Interior Designers,detailed,"61,970"
