ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
37,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,"5,060"
38,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"5,060"
39,11-9020,Construction Managers,broad,"293,380"
40,11-9021,Construction Managers,detailed,"293,380"
41,11-9030,Education and Childcare Administrators,broad,"512,820"
42,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,"52,360"
43,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,"271,020"
44,11-9033,"Education Administrators, Postsecondary",detailed,"144,880"
45,11-9039,"Education Administrators, All Other",detailed,"44,550"
46,11-9040,Architectural and Engineering Managers,broad,"194,250"
47,11-9041,Architectural and Engineering Managers,detailed,"194,250"
48,11-9050,Food Service Managers,broad,"235,470"
49,11-9051,Food Service Managers,detailed,"235,470"
50,11-9071,Gambling Managers,detailed,"4,450"
51,11-9080,Lodging Managers,broad,"38,340"
52,11-9081,Lodging Managers,detailed,"38,340"
53,11-9110,Medical and Health Services Managers,broad,"394,910"
54,11-9111,Medical and Health Services Managers,detailed,"394,910"
55,11-9120,Natural Sciences Managers,broad,"67,720"
56,11-9121,Natural Sciences Managers,detailed,"67,720"
57,11-9130,Postmasters and Mail Superintendents,broad,"13,850"
58,11-9131,Postmasters and Mail Superintendents,detailed,"13,850"
59,11-9140,"Property, Real Estate, and Community Association Managers",broad,"220,750"
60,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"220,750"
61,11-9150,Social and Community Service Managers,broad,"156,460"
62,11-9151,Social and Community Service Managers,detailed,"156,460"
63,11-9160,Emergency Management Directors,broad,"10,060"
64,11-9161,Emergency Management Directors,detailed,"10,060"
65,11-9171,Funeral Home Managers,detailed,"9,400"
66,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,"472,060"
67,13-0000,Business and Financial Operations Occupations,major,"8,183,750"
68,13-1000,Business Operations Specialists,minor,"5,427,140"
69,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"17,060"
70,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"17,060"
71,13-1020,Buyers and Purchasing Agents,detailed,"421,280"
72,13-1020,Buyers and Purchasing Agents,broad,"421,280"
73,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"301,710"
74,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"287,960"
75,13-1032,"Insurance Appraisers, Auto Damage",detailed,"13,750"
76,13-1040,Compliance Officers,broad,"317,600"
77,13-1041,Compliance Officers,detailed,"317,600"
78,13-1050,Cost Estimators,broad,"210,000"
79,13-1051,Cost Estimators,detailed,"210,000"
80,13-1070,Human Resources Workers,broad,"708,780"
81,13-1071,Human Resources Specialists,detailed,"633,040"
82,13-1074,Farm Labor Contractors,detailed,160
83,13-1075,Labor Relations Specialists,detailed,"75,580"
84,13-1081,Logisticians,detailed,"182,050"
85,13-1110,Management Analysts,broad,"709,750"
86,13-1111,Management Analysts,detailed,"709,750"
87,13-1120,"Meeting, Convention, and Event Planners",broad,"117,610"
88,13-1121,"Meeting, Convention, and Event Planners",detailed,"117,610"
89,13-1130,Fundraisers,broad,"81,660"
90,13-1131,Fundraisers,detailed,"81,660"
91,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"89,300"
92,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"89,300"
93,13-1150,Training and Development Specialists,broad,"312,450"
94,13-1151,Training and Development Specialists,detailed,"312,450"
95,13-1160,Market Research Analysts and Marketing Specialists,broad,"678,500"
96,13-1161,Market Research Analysts and Marketing Specialists,detailed,"678,500"
97,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,"1,279,390"
98,13-2000,Financial Specialists,minor,"2,756,610"
99,13-2010,Accountants and Auditors,broad,"1,280,700"
100,13-2011,Accountants and Auditors,detailed,"1,280,700"
101,13-2020,Property Appraisers and Assessors,detailed,"56,320"
102,13-2020,Property Appraisers and Assessors,broad,"56,320"
103,13-2030,Budget Analysts,broad,"51,460"
104,13-2031,Budget Analysts,detailed,"51,460"
105,13-2040,Credit Analysts,broad,"73,930"
106,13-2041,Credit Analysts,detailed,"73,930"
107,13-2052,Personal Financial Advisors,detailed,"210,190"
108,13-2053,Insurance Underwriters,detailed,"100,050"
109,13-2060,Financial Examiners,broad,"64,550"
110,13-2061,Financial Examiners,detailed,"64,550"
111,13-2070,Credit Counselors and Loan Officers,broad,"340,480"
112,13-2071,Credit Counselors,detailed,"32,110"
113,13-2072,Loan Officers,detailed,"308,370"
114,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,"120,430"
115,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"53,760"
116,13-2082,Tax Preparers,detailed,"66,670"
117,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,"458,510"
118,15-0000,Computer and Mathematical Occupations,major,"4,552,880"
119,15-1200,Computer Occupations,minor,"4,358,410"
120,15-1210,Computer and Information Analysts,broad,"714,640"
121,15-1211,Computer Systems Analysts,detailed,"589,060"
122,15-1212,Information Security Analysts,detailed,"125,570"
123,15-1220,Computer and Information Research Scientists,broad,"30,780"
124,15-1221,Computer and Information Research Scientists,detailed,"30,780"
125,15-1230,Computer Support Specialists,broad,"832,750"
126,15-1231,Computer Network Support Specialists,detailed,"185,430"
127,15-1232,Computer User Support Specialists,detailed,"647,330"
128,15-1240,Database and Network Administrators and Architects,broad,"632,330"
129,15-1241,Computer Network Architects,detailed,"152,420"
130,15-1244,Network and Computer Systems Administrators,detailed,"354,450"
131,15-1245,Database Administrators and Architects,detailed,"125,460"
132,15-1250,"Software and Web Developers, Programmers, and Testers",broad,"1,754,750"
133,15-1251,Computer Programmers,detailed,"199,540"
134,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,"1,406,870"
135,15-1257,Web Developers and Digital Interface Designers,detailed,"148,340"
136,15-1290,Miscellaneous Computer Occupations,broad,"393,160"
137,15-1299,"Computer Occupations, All Other",detailed,"393,160"
138,15-2000,Mathematical Science Occupations,minor,"194,460"
139,15-2010,Actuaries,broad,"22,260"
140,15-2011,Actuaries,detailed,"22,260"
141,15-2020,Mathematicians,broad,"2,630"
142,15-2021,Mathematicians,detailed,"2,630"
143,15-2030,Operations Research Analysts,broad,"99,680"
144,15-2031,Operations Research Analysts,detailed,"99,680"
145,15-2040,Statisticians,broad,"39,090"
146,15-2041,Statisticians,detailed,"39,090"
147,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,"30,810"
148,17-0000,Architecture and Engineering Occupations,major,"2,592,680"
149,17-1000,"Architects, Surveyors, and Cartographers",minor,"182,650"
150,17-1010,"Architects, Except Naval",broad,"126,130"
151,17-1011,"Architects, Except Landscape and Naval",detailed,"105,850"
152,17-1012,Landscape Architects,detailed,"20,280"
153,17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,"56,520"
154,17-1021,Cartographers and Photogrammetrists,detailed,"11,300"
155,17-1022,Surveyors,detailed,"45,220"
156,17-2000,Engineers,minor,"1,730,720"
157,17-2010,Aerospace Engineers,broad,"63,200"
158,17-2011,Aerospace Engineers,detailed,"63,200"
159,17-2020,Agricultural Engineers,broad,"1,550"
160,17-2021,Agricultural Engineers,detailed,"1,550"
161,17-2030,Bioengineers and Biomedical Engineers,broad,"19,780"
162,17-2031,Bioengineers and Biomedical Engineers,detailed,"19,780"
163,17-2040,Chemical Engineers,broad,"30,120"
164,17-2041,Chemical Engineers,detailed,"30,120"
165,17-2050,Civil Engineers,broad,"310,850"
166,17-2051,Civil Engineers,detailed,"310,850"
167,17-2060,Computer Hardware Engineers,broad,"67,880"
168,17-2061,Computer Hardware Engineers,detailed,"67,880"
169,17-2070,Electrical and Electronics Engineers,broad,"314,360"
170,17-2071,Electrical Engineers,detailed,"185,570"
171,17-2072,"Electronics Engineers, Except Computer",detailed,"128,800"
172,17-2080,Environmental Engineers,broad,"53,150"
173,17-2081,Environmental Engineers,detailed,"53,150"
174,17-2110,"Industrial Engineers, Including Health and Safety",broad,"317,560"
175,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"25,860"
176,17-2112,Industrial Engineers,detailed,"291,710"
177,17-2120,Marine Engineers and Naval Architects,broad,"11,360"
178,17-2121,Marine Engineers and Naval Architects,detailed,"11,360"
179,17-2130,Materials Engineers,broad,"26,820"
180,17-2131,Materials Engineers,detailed,"26,820"
181,17-2140,Mechanical Engineers,broad,"306,990"
182,17-2141,Mechanical Engineers,detailed,"306,990"
183,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,"6,280"
184,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,"6,280"
185,17-2160,Nuclear Engineers,broad,"15,850"
186,17-2161,Nuclear Engineers,detailed,"15,850"
187,17-2170,Petroleum Engineers,broad,"32,620"
188,17-2171,Petroleum Engineers,detailed,"32,620"
189,17-2190,Miscellaneous Engineers,broad,"152,340"
190,17-2199,"Engineers, All Other",detailed,"152,340"
191,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"679,310"
192,17-3010,Drafters,broad,"192,760"
193,17-3011,Architectural and Civil Drafters,detailed,"98,800"
194,17-3012,Electrical and Electronics Drafters,detailed,"24,140"
195,17-3013,Mechanical Drafters,detailed,"55,210"
196,17-3019,"Drafters, All Other",detailed,"14,600"
197,17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,"433,520"
198,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,"11,540"
199,17-3022,Civil Engineering Technologists and Technicians,detailed,"68,870"
200,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,"122,550"
201,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,"14,290"
202,17-3025,Environmental Engineering Technologists and Technicians,detailed,"18,010"
203,17-3026,Industrial Engineering Technologists and Technicians,detailed,"67,110"
204,17-3027,Mechanical Engineering Technologists and Technicians,detailed,"42,820"
205,17-3030,Surveying and Mapping Technicians,broad,"53,030"
206,17-3031,Surveying and Mapping Technicians,detailed,"53,030"
207,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,"88,330"
208,19-0000,"Life, Physical, and Social Science Occupations",major,"1,288,920"
209,19-1000,Life Scientists,minor,"311,910"
210,19-1010,Agricultural and Food Scientists,broad,"30,300"
211,19-1011,Animal Scientists,detailed,"2,690"
212,19-1012,Food Scientists and Technologists,detailed,"13,460"
213,19-1013,Soil and Plant Scientists,detailed,"14,150"
214,19-1020,Biological Scientists,broad,"108,980"
215,19-1021,Biochemists and Biophysicists,detailed,"31,360"
216,19-1022,Microbiologists,detailed,"18,270"
217,19-1023,Zoologists and Wildlife Biologists,detailed,"19,250"
218,19-1029,"Biological Scientists, All Other",detailed,"40,100"
219,19-1030,Conservation Scientists and Foresters,broad,"31,580"
220,19-1031,Conservation Scientists,detailed,"22,070"
221,19-1032,Foresters,detailed,"9,510"
222,19-1040,Medical Scientists,broad,"134,600"
223,19-1041,Epidemiologists,detailed,"7,410"
224,19-1042,"Medical Scientists, Except Epidemiologists",detailed,"127,180"
225,19-1090,Miscellaneous Life Scientists,broad,"6,450"
226,19-1099,"Life Scientists, All Other",detailed,"6,450"
227,19-2000,Physical Scientists,minor,"255,790"
228,19-2010,Astronomers and Physicists,broad,"18,800"
229,19-2011,Astronomers,detailed,"2,070"
230,19-2012,Physicists,detailed,"16,730"
231,19-2020,Atmospheric and Space Scientists,broad,"9,290"
232,19-2021,Atmospheric and Space Scientists,detailed,"9,290"
233,19-2030,Chemists and Materials Scientists,broad,"90,240"
234,19-2031,Chemists,detailed,"83,530"
235,19-2032,Materials Scientists,detailed,"6,710"
236,19-2040,Environmental Scientists and Geoscientists,broad,"119,920"
237,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"84,290"
238,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"29,200"
239,19-2043,Hydrologists,detailed,"6,440"
240,19-2090,Miscellaneous Physical Scientists,broad,"17,550"
241,19-2099,"Physical Scientists, All Other",detailed,"17,550"
242,19-3000,Social Scientists and Related Workers,minor,"249,120"
243,19-3010,Economists,broad,"19,000"
244,19-3011,Economists,detailed,"19,000"
245,19-3020,Survey Researchers,broad,"9,930"
246,19-3022,Survey Researchers,detailed,"9,930"
247,19-3030,Psychologists,broad,"128,130"
248,19-3031,"Clinical, Counseling, and School Psychologists",detailed,"113,270"
249,19-3032,Industrial-Organizational Psychologists,detailed,630
250,19-3039,"Psychologists, All Other",detailed,"14,220"
251,19-3040,Sociologists,broad,"2,630"
252,19-3041,Sociologists,detailed,"2,630"
253,19-3050,Urban and Regional Planners,broad,"38,560"
254,19-3051,Urban and Regional Planners,detailed,"38,560"
255,19-3090,Miscellaneous Social Scientists and Related Workers,broad,"50,870"
256,19-3091,Anthropologists and Archeologists,detailed,"6,720"
257,19-3092,Geographers,detailed,"1,400"
258,19-3093,Historians,detailed,"3,040"
259,19-3094,Political Scientists,detailed,"6,010"
260,19-3099,"Social Scientists and Related Workers, All Other",detailed,"33,690"
261,19-4000,"Life, Physical, and Social Science Technicians",minor,"358,740"
262,19-4010,Agricultural and Food Science Technicians,detailed,"21,870"
263,19-4010,Agricultural and Food Science Technicians,broad,"21,870"
264,19-4020,Biological Technicians,broad,"79,530"
265,19-4021,Biological Technicians,detailed,"79,530"
266,19-4030,Chemical Technicians,broad,"65,760"
267,19-4031,Chemical Technicians,detailed,"65,760"
268,19-4040,Environmental Science and Geoscience Technicians,broad,"49,730"
269,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"32,620"
270,19-4045,Geological and Hydrologic Technicians,detailed,"17,110"
271,19-4050,Nuclear Technicians,broad,"6,420"
272,19-4051,Nuclear Technicians,detailed,"6,420"
273,19-4060,Social Science Research Assistants,broad,"35,580"
274,19-4061,Social Science Research Assistants,detailed,"35,580"
275,19-4070,Forest and Conservation Technicians,broad,"19,060"
276,19-4071,Forest and Conservation Technicians,detailed,"19,060"
277,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"80,780"
278,19-4092,Forensic Science Technicians,detailed,"16,520"
279,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"64,260"
280,19-5000,Occupational Health and Safety Specialists and Technicians,minor,"113,360"
281,19-5010,Occupational Health and Safety Specialists and Technicians,broad,"113,360"
282,19-5011,Occupational Health and Safety Specialists,detailed,"92,780"
283,19-5012,Occupational Health and Safety Technicians,detailed,"20,580"
284,21-0000,Community and Social Service Occupations,major,"2,244,310"
285,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,159,870"
286,21-1010,Counselors,broad,"773,500"
287,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"296,460"
288,21-1013,Marriage and Family Therapists,detailed,"59,050"
289,21-1015,Rehabilitation Counselors,detailed,"109,040"
290,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"283,540"
291,21-1019,"Counselors, All Other",detailed,"25,420"
292,21-1020,Social Workers,broad,"678,780"
293,21-1021,"Child, Family, and School Social Workers",detailed,"327,710"
294,21-1022,Healthcare Social Workers,detailed,"174,890"
295,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"117,770"
296,21-1029,"Social Workers, All Other",detailed,"58,410"
297,21-1090,Miscellaneous Community and Social Service Specialists,broad,"707,590"
298,21-1091,Health Education Specialists,detailed,"58,590"
299,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"88,120"
300,21-1093,Social and Human Service Assistants,detailed,"404,450"
301,21-1094,Community Health Workers,detailed,"58,950"
302,21-1099,"Community and Social Service Specialists, All Other",detailed,"97,480"
303,21-2000,Religious Workers,minor,"84,440"
304,21-2010,Clergy,broad,"53,180"
305,21-2011,Clergy,detailed,"53,180"
306,21-2020,"Directors, Religious Activities and Education",broad,"21,820"
307,21-2021,"Directors, Religious Activities and Education",detailed,"21,820"
308,21-2090,Miscellaneous Religious Workers,broad,"9,450"
309,21-2099,"Religious Workers, All Other",detailed,"9,450"
310,23-0000,Legal Occupations,major,"1,150,780"
311,23-1000,"Lawyers, Judges, and Related Workers",minor,"722,940"
312,23-1010,Lawyers and Judicial Law Clerks,broad,"673,800"
313,23-1011,Lawyers,detailed,"657,170"
314,23-1012,Judicial Law Clerks,detailed,"16,630"
315,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"49,140"
316,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,380"
317,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"6,090"
318,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,670"
319,23-2000,Legal Support Workers,minor,"427,840"
320,23-2010,Paralegals and Legal Assistants,broad,"329,870"
321,23-2011,Paralegals and Legal Assistants,detailed,"329,870"
322,23-2090,Miscellaneous Legal Support Workers,broad,"97,970"
323,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"52,890"
324,23-2099,"Legal Support Workers, All Other",detailed,"45,080"
325,25-0000,Educational Instruction and Library Occupations,major,"8,886,600"
326,25-1000,Postsecondary Teachers,minor,"1,407,110"
327,25-1010,"Business Teachers, Postsecondary",broad,"83,920"
328,25-1011,"Business Teachers, Postsecondary",detailed,"83,920"
329,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"82,940"
330,25-1021,"Computer Science Teachers, Postsecondary",detailed,"31,800"
331,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"51,150"
332,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"42,860"
333,25-1031,"Architecture Teachers, Postsecondary",detailed,"6,780"
334,25-1032,"Engineering Teachers, Postsecondary",detailed,"36,080"
335,25-1040,"Life Sciences Teachers, Postsecondary",broad,"64,330"
336,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"9,470"
337,25-1042,"Biological Science Teachers, Postsecondary",detailed,"53,090"
338,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,770"
339,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"52,240"
340,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,020"
341,25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,380"
342,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"6,060"
343,25-1054,"Physics Teachers, Postsecondary",detailed,"13,780"
344,25-1060,"Social Sciences Teachers, Postsecondary",broad,"117,590"
345,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,850"
346,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"10,600"
347,25-1063,"Economics Teachers, Postsecondary",detailed,"13,270"
348,25-1064,"Geography Teachers, Postsecondary",detailed,"3,970"
349,25-1065,"Political Science Teachers, Postsecondary",detailed,"15,750"
350,25-1066,"Psychology Teachers, Postsecondary",detailed,"37,480"
351,25-1067,"Sociology Teachers, Postsecondary",detailed,"13,850"
352,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,830"
353,25-1070,"Health Teachers, Postsecondary",broad,"261,590"
354,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"201,920"
355,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"59,680"
356,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"65,690"
357,25-1081,"Education Teachers, Postsecondary",detailed,"61,300"
358,25-1082,"Library Science Teachers, Postsecondary",detailed,"4,390"
359,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"43,890"
360,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,070"
361,25-1112,"Law Teachers, Postsecondary",detailed,"16,180"
362,25-1113,"Social Work Teachers, Postsecondary",detailed,"13,640"
363,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"260,500"
364,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"94,060"
365,25-1122,"Communications Teachers, Postsecondary",detailed,"29,120"
366,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"67,930"
367,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"24,860"
368,25-1125,"History Teachers, Postsecondary",detailed,"21,030"
369,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"23,490"
370,25-1190,Miscellaneous Postsecondary Teachers,broad,"331,560"
371,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,150"
372,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"15,880"
373,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"112,210"
374,25-1199,"Postsecondary Teachers, All Other",detailed,"201,320"
375,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"4,211,470"
376,25-2010,Preschool and Kindergarten Teachers,broad,"555,650"
377,25-2011,"Preschool Teachers, Except Special Education",detailed,"431,350"
378,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"124,290"
379,25-2020,Elementary and Middle School Teachers,broad,"2,064,680"
380,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,430,480"
381,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"622,330"
382,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"11,860"
383,25-2030,Secondary School Teachers,broad,"1,110,370"
384,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,035,850"
385,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"74,520"
386,25-2050,Special Education Teachers,broad,"480,780"
387,25-2051,"Special Education Teachers, Preschool",detailed,"22,340"
388,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"193,830"
389,25-2057,"Special Education Teachers, Middle School",detailed,"85,840"
390,25-2058,"Special Education Teachers, Secondary School",detailed,"143,170"
391,25-2059,"Special Education Teachers, All Other",detailed,"35,600"
392,25-3000,Other Teachers and Instructors,minor,"1,212,090"
393,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"51,950"
394,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"51,950"
395,25-3020,Self-Enrichment Teachers,broad,"252,780"
396,25-3021,Self-Enrichment Teachers,detailed,"252,780"
397,25-3030,"Substitute Teachers, Short-Term",broad,"587,120"
398,25-3031,"Substitute Teachers, Short-Term",detailed,"587,120"
399,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,"320,250"
400,25-4000,"Librarians, Curators, and Archivists",minor,"257,060"
401,25-4010,"Archivists, Curators, and Museum Technicians",broad,"32,640"
402,25-4011,Archivists,detailed,"6,560"
403,25-4012,Curators,detailed,"12,890"
404,25-4013,Museum Technicians and Conservators,detailed,"13,190"
405,25-4020,Librarians and Media Collections Specialists,broad,"135,690"
406,25-4022,Librarians and Media Collections Specialists,detailed,"135,690"
407,25-4030,Library Technicians,broad,"88,720"
408,25-4031,Library Technicians,detailed,"88,720"
409,25-9000,Other Educational Instruction and Library Occupations,minor,"1,798,860"
410,25-9020,Farm and Home Management Educators,broad,"8,720"
411,25-9021,Farm and Home Management Educators,detailed,"8,720"
412,25-9030,Instructional Coordinators,broad,"176,690"
413,25-9031,Instructional Coordinators,detailed,"176,690"
414,25-9040,Teaching Assistants,broad,"1,484,410"
415,25-9044,"Teaching Assistants, Postsecondary",detailed,"137,500"
416,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,346,910"
417,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"129,040"
418,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"129,040"
419,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,017,810"
420,27-1000,Art and Design Workers,minor,"633,420"
421,27-1010,Artists and Related Workers,broad,"96,760"
422,27-1011,Art Directors,detailed,"42,890"
423,27-1012,Craft Artists,detailed,"4,640"
424,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"12,350"
425,27-1014,Special Effects Artists and Animators,detailed,"29,340"
426,27-1019,"Artists and Related Workers, All Other",detailed,"7,550"
427,27-1020,Designers,broad,"536,660"
428,27-1021,Commercial and Industrial Designers,detailed,"32,770"
429,27-1022,Fashion Designers,detailed,"22,030"
430,27-1023,Floral Designers,detailed,"41,770"
431,27-1024,Graphic Designers,detailed,"215,930"
432,27-1025,Interior Designers,detailed,"60,650"
433,27-1026,Merchandise Displayers and Window Trimmers,detailed,"140,850"
434,27-1027,Set and Exhibit Designers,detailed,"12,040"
435,27-1029,"Designers, All Other",detailed,"10,610"
436,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"536,540"
437,27-2010,"Actors, Producers, and Directors",broad,"181,830"
438,27-2011,Actors,detailed,"52,620"
439,27-2012,Producers and Directors,detailed,"129,210"
440,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"272,840"
441,27-2021,Athletes and Sports Competitors,detailed,"11,330"
442,27-2022,Coaches and Scouts,detailed,"241,390"
443,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"20,120"
444,27-2030,Dancers and Choreographers,broad,"14,320"
445,27-2031,Dancers,detailed,"9,690"
446,27-2032,Choreographers,detailed,"4,630"
447,27-2040,"Musicians, Singers, and Related Workers",broad,"51,710"
448,27-2041,Music Directors and Composers,detailed,"10,580"
449,27-2042,Musicians and Singers,detailed,"41,130"
450,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,"15,840"
451,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"15,840"
452,27-3000,Media and Communication Workers,minor,"609,210"
